racer_id,year,period,name,name_kana,branch,birthplace,birthdate,gender,age,height,weight,blood_type,training_term,grade,prev_grade,prev2_grade,prev3_grade,current_ability_index,prev_ability_index,calc_period_from,calc_period_to
3175,2026,1,渡　辺　　千　草,ﾜﾀﾅﾍﾞ ﾁｸﾞｻ,東京,神奈川,1963-12-15,2,62,158,50,B,55,B1,B1,B1,B1,48.0,49.0,2025-05-01,2025-10-31
3176,2026,1,長谷川　　　　巌,ﾊｾｶﾞﾜ ｲﾜｵ,山口,山　口,1964-05-18,1,61,159,51,A,55,B1,B1,B1,B1,47.0,47.0,2025-05-01,2025-10-31
3202,2026,1,三　品　　隆　浩,ﾐｼﾅ ﾀｶﾋﾛ,東京,東　京,1965-04-16,1,60,158,51,A,56,B1,B1,B1,B1,48.0,48.0,2025-05-01,2025-10-31
3207,2026,1,田　村　　美　和,ﾀﾑﾗ ﾐﾜ,東京,沖　縄,1965-11-01,2,60,156,54,A,56,B1,B2,B1,B1,44.0,42.0,2025-05-01,2025-10-31
3211,2026,1,北　川　　敏　弘,ｷﾀｶﾞﾜ ﾄｼﾋﾛ,佐賀,佐　賀,1962-01-27,1,63,162,55,A,57,B1,B1,B1,B1,46.0,44.0,2025-05-01,2025-10-31
3212,2026,1,亀　本　　勇　樹,ｶﾒﾓﾄ ﾕｳｷ,広島,広　島,1962-02-08,1,63,162,58,A,57,B1,B1,B1,B1,48.0,45.0,2025-05-01,2025-10-31
3224,2026,1,栗　山　　繁　洋,ｸﾘﾔﾏ ｼｹﾞﾋﾛ,佐賀,佐　賀,1965-05-17,1,60,161,54,O,57,B1,B1,B1,B1,44.0,45.0,2025-05-01,2025-10-31
3226,2026,1,浦　田　　信　義,ｳﾗﾀ ﾉﾌﾞﾖｼ,東京,東　京,1965-08-06,1,60,164,51,AB,57,B1,B1,B1,B1,46.0,47.0,2025-05-01,2025-10-31
3232,2026,1,山　川　　美由紀,ﾔﾏｶﾜ ﾐﾕｷ,香川,香　川,1966-10-24,2,59,152,48,A,57,A2,B1,A1,A2,55.0,54.0,2025-05-01,2025-10-31
3233,2026,1,小　畑　　実　成,ｵﾊﾞﾀ ﾐﾅﾘ,岡山,岡　山,1967-02-03,1,58,163,55,O,57,B1,B1,B1,B1,49.0,47.0,2025-05-01,2025-10-31
3246,2026,1,星　野　　政　彦,ﾎｼﾉ ﾏｻﾋｺ,兵庫,兵　庫,1964-09-15,1,61,160,56,A,58,B2,B1,B1,B1,44.0,46.0,2025-05-01,2025-10-31
3251,2026,1,平　石　　和　男,ﾋﾗｲｼ ｶｽﾞｵ,埼玉,埼　玉,1966-07-14,1,59,164,52,B,58,A2,A2,A2,A2,52.0,52.0,2025-05-01,2025-10-31
3256,2026,1,三　角　　哲　男,ﾐｽﾐ ﾃﾂｵ,東京,千　葉,1967-03-03,1,58,163,52,A,58,A2,A1,A1,A1,52.0,58.0,2025-05-01,2025-10-31
3257,2026,1,田　頭　　　　実,ﾀﾄﾞｳ ﾐﾉﾙ,福岡,福　岡,1967-03-29,1,58,157,51,O,58,A2,B1,A1,A1,52.0,54.0,2025-05-01,2025-10-31
3265,2026,1,今　村　　暢　孝,ｲﾏﾑﾗ ﾉﾌﾞﾀｶ,福岡,福　岡,1965-01-19,1,60,162,52,O,59,A1,A1,A2,A1,52.0,54.0,2025-05-01,2025-10-31
3268,2026,1,森　　　　竜　也,ﾓﾘ ﾀﾂﾔ,三重,三　重,1965-05-13,1,60,161,54,AB,59,B1,B1,B2,B1,48.0,46.0,2025-05-01,2025-10-31
3277,2026,1,齋　藤　　　　勇,ｻｲﾄｳ ｲｻﾑ,東京,東　京,1966-08-22,1,59,161,52,A,59,B1,B1,B1,B1,47.0,47.0,2025-05-01,2025-10-31
3282,2026,1,池　本　　輝　明,ｲｹﾓﾄ ﾃﾙｱｷ,広島,広　島,1967-02-13,1,58,162,52,O,59,B1,B1,B1,B1,47.0,48.0,2025-05-01,2025-10-31
3284,2026,1,渡　邊　　伸太郎,ﾜﾀﾅﾍﾞ ｼﾝﾀﾛｳ,佐賀,佐　賀,1967-10-19,1,58,161,54,A,59,B1,B1,B1,B1,50.0,50.0,2025-05-01,2025-10-31
3286,2026,1,坂　東　　　　満,ﾊﾞﾝﾄﾞｳ ﾐﾂﾙ,静岡,静　岡,1968-08-28,1,57,160,53,B,59,B1,B1,B1,B1,48.0,46.0,2025-05-01,2025-10-31
3289,2026,1,高　橋　　淳　美,ﾀｶﾊｼ ｱﾂﾐ,大阪,岡　山,1963-05-25,2,62,154,46,A,60,B1,B2,B2,B1,46.0,44.0,2025-05-01,2025-10-31
3293,2026,1,宮　内　　由紀英,ﾐﾔｳﾁ ﾕｷﾋﾃﾞ,東京,東　京,1965-08-16,1,60,161,54,B,60,B1,B1,B1,B1,48.0,45.0,2025-05-01,2025-10-31
3294,2026,1,野　中　　義　生,ﾉﾅｶ ﾖｼｵ,静岡,静　岡,1965-08-22,1,60,160,53,A,60,B1,B1,B1,B1,48.0,45.0,2025-05-01,2025-10-31
3297,2026,1,藤　丸　　光　一,ﾌｼﾞﾏﾙ ｺｳｲﾁ,福岡,福　岡,1967-02-17,1,58,154,49,O,60,B1,B1,B1,B1,49.0,49.0,2025-05-01,2025-10-31
3300,2026,1,川　崎　　智　幸,ｶﾜｻｷ ﾄﾓﾕｷ,岡山,岡　山,1967-04-19,1,58,161,54,O,60,A1,A2,A2,A2,52.0,51.0,2025-05-01,2025-10-31
3302,2026,1,谷　川　　里　江,ﾀﾆｶﾜ ﾘｴ,愛知,愛　知,1967-07-09,2,58,141,45,A,60,B1,B1,B1,B1,46.0,49.0,2025-05-01,2025-10-31
3303,2026,1,渡　辺　　　　豊,ﾜﾀﾅﾍﾞ ﾕﾀｶ,東京,神奈川,1967-09-17,1,58,166,57,AB,60,B1,A2,A2,A2,47.0,51.0,2025-05-01,2025-10-31
3304,2026,1,烏　野　　賢　太,ｳﾉ ｹﾝﾀ,徳島,徳　島,1967-12-20,1,58,164,55,O,60,A2,A1,B1,A1,52.0,56.0,2025-05-01,2025-10-31
3305,2026,1,小　野　　信　樹,ｵﾉ ﾉﾌﾞｷ,岡山,岡　山,1967-12-22,1,58,162,53,A,60,B1,B1,B1,B1,46.0,44.0,2025-05-01,2025-10-31
3306,2026,1,武　田　　正　紀,ﾀｹﾀﾞ ﾏｻﾉﾘ,埼玉,東　京,1968-01-07,1,57,163,55,A,60,B1,B1,B1,B1,46.0,46.0,2025-05-01,2025-10-31
3313,2026,1,本　吉　　正　樹,ﾓﾄﾖｼ ﾏｻｼﾞ,東京,東　京,1965-08-06,1,60,162,58,A,61,B1,B1,B1,B1,46.0,45.0,2025-05-01,2025-10-31
3315,2026,1,広　瀬　　聖　仁,ﾋﾛｾ ﾏｻﾋﾄ,愛知,愛　知,1965-10-01,1,60,162,54,A,61,B1,B1,B1,B1,45.0,50.0,2025-05-01,2025-10-31
3319,2026,1,山　崎　　義　明,ﾔﾏｻﾞｷ ﾖｼｱｷ,埼玉,埼　玉,1967-02-22,1,58,165,54,O,61,B1,B1,A2,A2,49.0,50.0,2025-05-01,2025-10-31
3327,2026,1,野長瀬　　正　孝,ﾉﾅｶﾞｾ ﾏｻﾀｶ,静岡,静　岡,1967-08-14,1,58,163,51,O,61,A2,A1,A2,A2,52.0,53.0,2025-05-01,2025-10-31
3333,2026,1,丸　尾　　義　孝,ﾏﾙｵ ﾖｼﾀｶ,徳島,徳　島,1968-06-06,1,57,161,54,A,61,A2,A2,A2,A2,51.0,53.0,2025-05-01,2025-10-31
3334,2026,1,角　　　　ひとみ,ｽﾐ ﾋﾄﾐ,広島,広　島,1968-09-16,2,57,161,46,A,61,A2,B1,B1,B1,51.0,48.0,2025-05-01,2025-10-31
3339,2026,1,泉　　　　具　巳,ｲｽﾞﾐ ﾄﾓﾐ,兵庫,大　阪,1965-05-29,1,60,162,55,B,62,B1,B1,B1,B1,47.0,46.0,2025-05-01,2025-10-31
3340,2026,1,池　田　　雷　太,ｲｹﾀﾞ ﾗｲﾀ,東京,東　京,1965-07-11,1,60,166,55,A,62,B1,B1,B1,B1,45.0,48.0,2025-05-01,2025-10-31
3346,2026,1,宮　本　　裕　之,ﾐﾔﾓﾄ ﾋﾛﾕｷ,兵庫,大　阪,1966-12-13,1,59,164,52,O,62,B1,B1,B1,B1,46.0,45.0,2025-05-01,2025-10-31
3349,2026,1,吉　田　　一　郎,ﾖｼﾀﾞ ｲﾁﾛｳ,長崎,長　崎,1968-01-27,1,57,161,53,A,62,A2,A2,A2,A1,51.0,53.0,2025-05-01,2025-10-31
3350,2026,1,藤　本　　佳　史,ﾌｼﾞﾓﾄ ﾖｼﾌﾐ,山口,山　口,1968-04-23,1,57,158,55,AB,62,A2,B1,A2,B1,51.0,46.0,2025-05-01,2025-10-31
3352,2026,1,小　川　　晃　司,ｵｶﾞﾜ ｺｳｼﾞ,福岡,福　岡,1968-06-20,1,57,160,51,O,62,B1,B1,B1,B1,47.0,47.0,2025-05-01,2025-10-31
3353,2026,1,前　田　　光　昭,ﾏｴﾀﾞ ﾐﾂｱｷ,埼玉,埼　玉,1968-06-25,1,57,158,52,O,62,B2,B2,B2,B1,45.0,43.0,2025-05-01,2025-10-31
3355,2026,1,橋谷田　　佳　織,ﾊｼﾔﾀﾞ ｶｵﾘ,東京,千　葉,1968-08-10,2,57,150,41,A,62,B2,B2,B2,B2,45.0,47.0,2025-05-01,2025-10-31
3357,2026,1,福　島　　陽　子,ﾌｸｼﾏ ﾖｵｺ,岡山,岡　山,1968-11-08,2,57,162,49,O,62,B1,B1,B1,B1,44.0,45.0,2025-05-01,2025-10-31
3361,2026,1,岡　部　　　　浩,ｵｶﾍﾞ ﾋﾛｼ,徳島,徳　島,1969-03-20,1,56,155,55,AB,62,B1,B1,B1,B1,44.0,44.0,2025-05-01,2025-10-31
3362,2026,1,間　嶋　　仁　志,ﾏｼﾏ ﾋﾄｼ,三重,大　阪,1969-07-28,1,56,167,55,A,62,B1,A2,B1,A2,50.0,52.0,2025-05-01,2025-10-31
3370,2026,1,坪　内　　　　実,ﾂﾎﾞｳﾁ ﾐﾉﾙ,大阪,大　阪,1966-11-13,1,59,165,55,A,63,B1,B1,B1,B1,44.0,45.0,2025-05-01,2025-10-31
3372,2026,1,加　藤　　雅　之,ｶﾄｳ ﾏｻﾕｷ,広島,広　島,1966-11-24,1,59,161,52,B,63,B1,B1,B1,B1,45.0,44.0,2025-05-01,2025-10-31
3377,2026,1,塚　田　　修　二,ﾂｶﾀﾞ ｼｭｳｼﾞ,東京,東　京,1967-09-26,1,58,167,55,O,63,B1,B2,B1,B1,44.0,46.0,2025-05-01,2025-10-31
3381,2026,1,滝　沢　　芳　行,ﾀｷｻﾞﾜ ﾖｼﾕｷ,埼玉,埼　玉,1968-08-24,1,57,161,56,A,63,B1,B1,A2,B1,49.0,48.0,2025-05-01,2025-10-31
3385,2026,1,渡　邉　　睦　広,ﾜﾀﾅﾍﾞ ﾉﾌﾞﾋﾛ,東京,神奈川,1969-03-17,1,56,162,53,O,63,A2,B1,A2,A2,50.0,50.0,2025-05-01,2025-10-31
3388,2026,1,今　垣　　光太郎,ｲﾏｶﾞｷ ｺｳﾀﾛｳ,福井,石　川,1969-09-18,1,56,160,52,A,63,A1,A1,A1,A2,64.0,65.0,2025-05-01,2025-10-31
3391,2026,1,鈴　木　　茂　正,ｽｽﾞｷ ｼｹﾞﾏｻ,東京,東　京,1965-06-08,1,60,164,60,A,64,B2,B2,B2,B2,0.0,0.0,2025-05-01,2025-10-31
3392,2026,1,小　森　　信　雄,ｺﾓﾘ ﾉﾌﾞｵ,三重,三　重,1965-08-16,1,60,161,54,A,64,B1,B1,B1,B1,48.0,46.0,2025-05-01,2025-10-31
3401,2026,1,上　田　　隆　章,ｳｴﾀ ﾀｶｱｷ,香川,高　知,1967-08-29,1,58,159,55,O,64,B1,B1,B1,B1,48.0,46.0,2025-05-01,2025-10-31
3406,2026,1,中　里　　英　夫,ﾅｶｻﾞﾄ ﾋﾃﾞｵ,群馬,栃　木,1968-08-10,1,57,162,54,A,64,A2,A2,B1,A2,52.0,51.0,2025-05-01,2025-10-31
3411,2026,1,池　上　　隆　行,ｲｹｶﾞﾐ ﾀｶﾕｷ,広島,広　島,1969-08-09,1,56,158,54,B,64,B1,B1,B1,B1,45.0,45.0,2025-05-01,2025-10-31
3412,2026,1,鈴　木　　　　博,ｽｽﾞｷ ﾋﾛｼ,埼玉,埼　玉,1969-09-01,1,56,167,53,O,64,A2,A1,A1,A2,52.0,56.0,2025-05-01,2025-10-31
3414,2026,1,加　瀬　　智　宏,ｶｾ ﾄﾓﾋﾛ,群馬,群　馬,1969-10-25,1,56,160,57,O,64,B1,B1,B1,B1,46.0,47.0,2025-05-01,2025-10-31
3415,2026,1,松　井　　　　繁,ﾏﾂｲ ｼｹﾞﾙ,大阪,大　阪,1969-11-11,1,56,168,52,O,64,A1,A1,A1,A1,68.0,69.0,2025-05-01,2025-10-31
3419,2026,1,栗　原　　謙　治,ｸﾘﾊﾗ ｹﾝｼﾞ,群馬,群　馬,1969-12-11,1,56,161,57,A,64,B2,B1,B1,B1,40.0,43.0,2025-05-01,2025-10-31
3422,2026,1,服　部　　幸　男,ﾊｯﾄﾘ ﾕｷｵ,静岡,静　岡,1971-01-05,1,54,167,56,B,64,A1,A1,A1,A1,57.0,57.0,2025-05-01,2025-10-31
3430,2026,1,角　浜　　　　修,ｶｸﾊﾏ ｵｻﾑ,広島,広　島,1968-04-02,1,57,162,59,A,65,B1,B1,B1,B1,45.0,42.0,2025-05-01,2025-10-31
3432,2026,1,宮　迫　　暢　彦,ﾐﾔｻｺ ﾉﾌﾞﾋｺ,大阪,大　阪,1968-06-10,1,57,157,54,A,65,B1,B1,B1,A2,47.0,49.0,2025-05-01,2025-10-31
3434,2026,1,松　尾　　宣　邦,ﾏﾂｵ ﾉﾌﾞｸﾆ,福岡,福　岡,1969-01-31,1,56,165,53,O,65,B1,B1,B1,B1,48.0,47.0,2025-05-01,2025-10-31
3435,2026,1,寺　田　　千　恵,ﾃﾗﾀﾞ ﾁｴ,岡山,福　岡,1969-04-11,2,56,157,46,O,65,A1,A1,A1,A1,56.0,59.0,2025-05-01,2025-10-31
3436,2026,1,柏　野　　幸　二,ｶｼﾉ ｺｳｼﾞ,岡山,岡　山,1969-04-24,1,56,159,52,B,65,A2,B1,A2,A2,51.0,51.0,2025-05-01,2025-10-31
3439,2026,1,大　平　　誉史明,ｵｵﾋﾗ ﾖｼｱｷ,大阪,大　阪,1969-07-18,1,56,161,53,A,65,A2,B1,B1,A2,50.0,49.0,2025-05-01,2025-10-31
3441,2026,1,土　屋　　太　朗,ﾂﾁﾔ ﾀﾛｳ,群馬,群　馬,1969-07-28,1,56,154,55,AB,65,B1,B1,B1,B1,49.0,50.0,2025-05-01,2025-10-31
3442,2026,1,宮　武　　英　司,ﾐﾔﾀｹ ｴｲｼﾞ,香川,香　川,1969-08-18,1,56,167,58,A,65,B1,B1,B1,A2,49.0,50.0,2025-05-01,2025-10-31
3444,2026,1,香　月　　大　介,ｶﾂｷ ﾀﾞｲｽｹ,福岡,福　岡,1969-09-27,1,56,160,56,A,65,B1,B1,B1,B1,42.0,46.0,2025-05-01,2025-10-31
3445,2026,1,加　藤　　高　史,ｶﾄｳ ﾀｶｼ,埼玉,東　京,1969-10-05,1,56,162,54,O,65,A2,B2,B1,B1,51.0,49.0,2025-05-01,2025-10-31
3448,2026,1,高　山　　秀　雄,ﾀｶﾔﾏ ﾋﾃﾞｵ,群馬,群　馬,1970-02-19,1,55,158,54,O,65,B1,B1,B1,B1,47.0,48.0,2025-05-01,2025-10-31
3454,2026,1,井　川　　大　作,ｲｶﾜ ﾀﾞｲｻｸ,岡山,岡　山,1971-03-02,1,54,161,64,A,65,B1,B1,B1,B1,49.0,46.0,2025-05-01,2025-10-31
3455,2026,1,谷　本　　幸　司,ﾀﾆﾓﾄ ｺｳｼﾞ,愛知,愛　知,1971-03-26,1,54,165,53,B,65,B1,B1,B1,B2,47.0,49.0,2025-05-01,2025-10-31
3458,2026,1,東　　　　健　介,ﾋｶﾞｼ ｹﾝｽｹ,岡山,熊　本,1966-10-19,1,59,163,55,AB,66,B1,B1,B1,B1,46.0,48.0,2025-05-01,2025-10-31
3459,2026,1,中　野　　和　裕,ﾅｶﾉ ｶｽﾞﾋﾛ,佐賀,佐　賀,1967-01-03,1,58,163,55,B,66,B1,B1,B1,B1,43.0,46.0,2025-05-01,2025-10-31
3461,2026,1,渡　邊　　哲　也,ﾜﾀﾅﾍﾞ ﾃﾂﾔ,静岡,静　岡,1967-01-21,1,58,165,56,A,66,B1,B1,B1,B1,40.0,45.0,2025-05-01,2025-10-31
3463,2026,1,乙　津　　康　志,ｵﾂ ﾔｽｼ,東京,東　京,1967-07-27,1,58,153,53,AB,66,B1,B1,B1,B1,47.0,50.0,2025-05-01,2025-10-31
3467,2026,1,森　　　　弘　行,ﾓﾘ ﾋﾛﾕｷ,東京,東　京,1968-09-17,1,57,166,54,A,66,B1,B1,B1,B1,44.0,44.0,2025-05-01,2025-10-31
3470,2026,1,新　田　　芳　美,ﾆｯﾀ ﾖｼﾐ,徳島,徳　島,1969-12-04,2,56,154,49,B,66,B1,B1,B1,B1,50.0,51.0,2025-05-01,2025-10-31
3471,2026,1,赤　峰　　和　也,ｱｶﾐﾈ ｶｽﾞﾔ,佐賀,佐　賀,1970-01-14,1,55,167,56,O,66,B1,B1,B1,B1,45.0,47.0,2025-05-01,2025-10-31
3473,2026,1,石　川　　真　二,ｲｼｶﾜ ｼﾝｼﾞ,福岡,福　岡,1970-04-19,1,55,163,54,B,66,A1,A1,A1,A1,53.0,55.0,2025-05-01,2025-10-31
3474,2026,1,松　瀬　　弘　美,ﾏﾂｾ ﾋﾛﾐ,静岡,静　岡,1970-06-18,2,55,150,46,A,66,B1,B1,A2,B1,49.0,50.0,2025-05-01,2025-10-31
3475,2026,1,橋　本　　久　和,ﾊｼﾓﾄ ﾋｻｶｽﾞ,群馬,群　馬,1970-06-20,1,55,158,53,A,66,B1,A2,A2,A2,47.0,52.0,2025-05-01,2025-10-31
3477,2026,1,近　藤　　稔　也,ｺﾝﾄﾞｳ ﾄｼﾔ,徳島,徳　島,1970-09-02,1,55,163,53,A,66,B1,B1,B1,B1,45.0,47.0,2025-05-01,2025-10-31
3478,2026,1,嶋　田　　貴　支,ｼﾏﾀﾞ ﾀｶｼ,香川,香　川,1970-10-24,1,55,163,52,A,66,B1,B1,B1,B1,49.0,49.0,2025-05-01,2025-10-31
3482,2026,1,金　子　　猛　志,ｶﾈｺ ﾀｹｼ,群馬,群　馬,1971-01-31,1,54,164,59,O,66,A2,B1,B1,B1,51.0,49.0,2025-05-01,2025-10-31
3484,2026,1,芝　田　　浩　治,ｼﾊﾞﾀ ｺｳｼﾞ,兵庫,兵　庫,1971-10-17,1,54,168,53,B,66,A2,A2,A2,A2,50.0,52.0,2025-05-01,2025-10-31
3489,2026,1,大　場　　　　敏,ｵｵﾊﾞ ｻﾄｼ,静岡,静　岡,1967-03-01,1,58,165,55,A,67,A2,A2,A2,A2,52.0,51.0,2025-05-01,2025-10-31
3497,2026,1,後　藤　　　　浩,ｺﾞﾄｳ ﾋﾛｼ,埼玉,埼　玉,1968-07-07,1,57,160,52,B,67,B1,B1,B1,B1,48.0,48.0,2025-05-01,2025-10-31
3499,2026,1,市　川　　哲　也,ｲﾁｶﾜ ﾃﾂﾔ,広島,広　島,1968-10-01,1,57,162,51,A,67,A2,A2,A1,A2,52.0,54.0,2025-05-01,2025-10-31
3502,2026,1,渡　邉　　英　児,ﾜﾀﾅﾍﾞ ｴｲｼﾞ,静岡,静　岡,1969-07-05,1,56,167,54,B,67,B1,B1,A2,B1,50.0,49.0,2025-05-01,2025-10-31
3503,2026,1,堂　原　　洋　史,ﾄﾞｳﾊﾗ ﾋﾛﾌﾐ,埼玉,千　葉,1969-12-18,1,56,164,51,AB,67,B1,B1,B1,B1,48.0,47.0,2025-05-01,2025-10-31
3505,2026,1,山　田　　竜　一,ﾔﾏﾀﾞ ﾘｭｳｲﾁ,東京,東　京,1971-03-25,1,54,156,56,O,67,B1,A2,A2,A2,49.0,51.0,2025-05-01,2025-10-31
3507,2026,1,藤　井　　　　徹,ﾌｼﾞｲ ﾄｵﾙ,大阪,大　阪,1971-06-07,1,54,165,52,B,67,B1,B1,B1,B1,45.0,46.0,2025-05-01,2025-10-31
3508,2026,1,久　富　　政　弘,ﾋｻﾄﾐ ﾏｻﾋﾛ,佐賀,佐　賀,1971-08-04,1,54,162,56,O,67,B1,B1,B1,B1,47.0,49.0,2025-05-01,2025-10-31
3509,2026,1,池　　　　千　夏,ｲｹ ﾁﾅﾂ,香川,愛　媛,1971-11-02,2,54,165,50,A,67,B1,B1,B1,B1,45.0,46.0,2025-05-01,2025-10-31
3514,2026,1,山　一　　鉄　也,ﾔﾏｲﾁ ﾃﾂﾔ,福岡,福　岡,1967-04-17,1,58,162,52,A,68,A2,B2,A2,A2,52.0,52.0,2025-05-01,2025-10-31
3516,2026,1,吉　原　　聖　人,ﾖｼﾊﾗ ｷﾖﾄ,広島,広　島,1967-11-16,1,58,164,52,B,68,B1,B1,B1,B1,47.0,47.0,2025-05-01,2025-10-31
3517,2026,1,高　橋　　　　勲,ﾀｶﾊｼ ｲｻｵ,東京,神奈川,1967-12-22,1,58,165,58,O,68,A2,A2,B1,B1,50.0,50.0,2025-05-01,2025-10-31
3518,2026,1,倉　田　　郁　美,ｸﾗﾀ ｲｸﾐ,静岡,愛　知,1968-02-29,2,57,154,50,A,68,B1,B1,B1,B1,45.0,48.0,2025-05-01,2025-10-31
3519,2026,1,冨　田　　秀　幸,ﾄﾐﾀ ﾋﾃﾞﾕｷ,愛知,愛　知,1968-05-17,1,57,160,53,A,68,B1,B1,B1,B1,48.0,48.0,2025-05-01,2025-10-31
3523,2026,1,寳　田　　亮　治,ﾀｶﾗﾀﾞ ﾘｮｳｼﾞ,福岡,福　岡,1968-11-14,1,57,164,54,AB,68,B1,B1,B1,A2,47.0,49.0,2025-05-01,2025-10-31
3527,2026,1,中　嶋　　誠一郎,ﾅｶｼﾏ ｾｲｲﾁﾛｳ,長崎,長　崎,1971-01-13,1,54,163,53,B,68,B1,B1,B1,B1,51.0,51.0,2025-05-01,2025-10-31
3528,2026,1,笠　野　　友紀恵,ｶｻﾉ ﾕｷｴ,愛知,愛　知,1971-03-24,2,54,162,46,O,68,B1,B1,B1,B1,46.0,43.0,2025-05-01,2025-10-31
3532,2026,1,柴　田　　　　光,ｼﾊﾞﾀ ﾋｶﾙ,群馬,群　馬,1971-12-06,1,54,166,54,O,68,A1,A1,A1,A1,55.0,56.0,2025-05-01,2025-10-31
3535,2026,1,渡　　　　修　平,ﾜﾀﾘ ｼｭｳﾍｲ,兵庫,兵　庫,1972-08-10,1,53,166,51,AB,68,B1,B1,B1,B1,47.0,46.0,2025-05-01,2025-10-31
3538,2026,1,菊　池　　峰　晴,ｷｸﾁ ﾐﾈﾊﾙ,群馬,栃　木,1968-03-09,1,57,160,55,O,69,B1,B1,B1,A2,51.0,49.0,2025-05-01,2025-10-31
3539,2026,1,金　子　　順　一,ｶﾈｺ ｼﾞｭﾝｲﾁ,山口,山　口,1968-03-15,1,57,162,55,B,69,B1,B1,B1,B1,45.0,46.0,2025-05-01,2025-10-31
3541,2026,1,三　嶌　　誠　司,ﾐｼﾏ ｾｲｼﾞ,香川,香　川,1968-07-08,1,57,159,54,B,69,A1,A1,A1,A1,53.0,59.0,2025-05-01,2025-10-31
3542,2026,1,清　水　　紀　克,ｼﾐｽﾞ ﾉﾘｶﾂ,愛知,愛　知,1968-09-14,1,57,165,57,O,69,B1,B1,B2,B1,44.0,45.0,2025-05-01,2025-10-31
3543,2026,1,福　田　　雅　一,ﾌｸﾀﾞ ﾏｻｶｽﾞ,香川,香　川,1968-10-10,1,57,165,56,A,69,B1,A2,A2,A2,49.0,53.0,2025-05-01,2025-10-31
3544,2026,1,豊　田　　訓　靖,ﾄﾖﾀﾞ ｸﾆﾔｽ,静岡,静　岡,1968-12-28,1,57,165,54,AB,69,B2,B2,B1,B1,43.0,46.0,2025-05-01,2025-10-31
3546,2026,1,中　里　　昌　志,ﾅｶｻﾄ ﾏｻｼ,埼玉,埼　玉,1969-03-31,1,56,165,52,B,69,B1,B1,B1,B1,45.0,47.0,2025-05-01,2025-10-31
3548,2026,1,室　田　　泰　史,ﾑﾛﾀ ﾔｽﾌﾐ,福井,福　井,1970-02-20,1,55,163,56,A,69,A2,A2,A2,A2,51.0,52.0,2025-05-01,2025-10-31
